13.0091980000000	732.912600000000
48.4888300000000	729.029100000000
73.3245700000000	727.475700000000
96.9776600000000	725.922300000000
117.082790000000	723.786440000000
133.639950000000	722.427200000000
154.927720000000	722.621340000000
165.571610000000	720.873800000000
180.946120000000	720.873800000000
198.685940000000	719.514600000000
215.243100000000	719.514600000000
238.896200000000	716.601900000000
268.462550000000	717.572800000000
286.202360000000	716.213560000000
301.576870000000	717.572800000000
316.951400000000	715.048500000000
334.691200000000	714.466000000000
353.613680000000	713.106800000000
365.440220000000	713.300960000000
389.093300000000	710.388370000000
421.024960000000	710.388370000000
436.399480000000	711.553400000000
461.235230000000	711.941800000000
486.070950000000	709.611630000000
509.724060000000	709.223300000000
527.463870000000	707.475700000000
545.203700000000	707.475700000000
562.943500000000	706.310670000000
585.413940000000	704.757260000000
601.971070000000	704.757260000000
626.806800000000	701.844670000000
661.103800000000	701.844670000000
680.026300000000	700.097100000000
703.679400000000	699.126200000000
733.245700000000	698.737850000000
758.081500000000	698.737850000000
790.013100000000	698.932070000000
817.214200000000	698.932070000000
837.319340000000	700.291260000000
868.068360000000	700.097100000000
881.077500000000	701.650500000000
914.191830000000	701.844670000000
930.749000000000	703.203860000000
962.680660000000	703.203860000000
976.872560000000	705.145600000000
1007.62150000000	704.563100000000
1020.63074000000	706.504900000000
1047.83180000000	705.922300000000
1060.84100000000	707.669900000000
1091.59000000000	708.058200000000
1110.51250000000	709.417500000000
1142.44410000000	709.029100000000
1157.81860000000	710.388370000000
1186.20240000000	710.776700000000
1202.75950000000	712.330100000000
1224.04740000000	711.553400000000
1233.50850000000	711.941800000000
1247.70040000000	713.300960000000
1273.71880000000	713.300960000000
1290.27600000000	714.660200000000
1306.83310000000	714.854400000000
1330.48620000000	716.601900000000
1364.78320000000	716.601900000000
1382.52300000000	717.961200000000
1413.27200000000	717.766970000000
1422.73330000000	718.932070000000
1452.29960000000	719.514600000000
1470.03940000000	720.873800000000
1498.42310000000	721.262150000000
1514.98030000000	722.038800000000
1544.54660000000	722.038800000000
1563.46910000000	723.592200000000
1591.85280000000	723.203860000000
1596.58350000000	717.766970000000
1597.76610000000	711.359250000000
1604.86200000000	705.728150000000
1604.86200000000	702.427200000000
1614.32320000000	698.155330000000
1624.96720000000	693.495100000000
1634.42830000000	688.446600000000
1650.98560000000	681.067930000000
1663.99480000000	676.019400000000
1680.55190000000	671.165040000000
1688.83040000000	668.640750000000
1699.47440000000	666.699040000000
1700.65700000000	661.262150000000
1708.93570000000	654.854400000000
1711.30090000000	650.194150000000
1751.51120000000	649.611630000000
1800.00000001	650
